test line,ground,predicted,mvs
208,1,1,{'votes/confidence': 0.9992009997367859}
209,1,0,{'votes/confidence': '3/6'}
210,1,1,{'votes/confidence': '3/6'}
211,1,0,{'votes/confidence': '6/6'}
212,1,1,{'votes/confidence': '4/6'}
213,1,3,{'votes/confidence': '1/1'}
214,1,1,{'votes/confidence': '3/4'}
215,1,1,{'votes/confidence': 0.9998728036880493}
216,1,1,{'votes/confidence': 0.9999998807907104}
217,1,1,{'votes/confidence': '3/4'}
218,1,2,{'votes/confidence': '3/5'}
219,1,1,{'votes/confidence': 1.0}
220,1,2,{'votes/confidence': '2/3'}
221,1,3,{'votes/confidence': '4/6'}
222,1,3,{'votes/confidence': '3/3'}
223,1,2,{'votes/confidence': '6/6'}
224,1,1,{'votes/confidence': '4/6'}
225,1,0,{'votes/confidence': 0.9462854862213135}
226,1,1,{'votes/confidence': 0.9062754511833191}
227,1,1,{'votes/confidence': 0.951891303062439}
228,1,3,{'votes/confidence': '1/1'}
229,1,1,{'votes/confidence': '3/4'}
230,1,3,{'votes/confidence': '3/4'}
231,1,1,{'votes/confidence': '2/4'}
232,1,0,{'votes/confidence': '3/4'}
233,1,0,{'votes/confidence': '4/6'}
234,1,0,{'votes/confidence': '3/4'}
235,1,1,{'votes/confidence': 0.9995307922363281}
236,1,1,{'votes/confidence': '1/1'}
237,1,3,{'votes/confidence': '4/5'}
238,1,2,{'votes/confidence': '2/3'}
239,1,0,{'votes/confidence': 0.9385994672775269}
240,1,2,{'votes/confidence': '6/7'}
241,1,3,{'votes/confidence': '2/4'}
242,1,2,{'votes/confidence': '5/8'}
243,1,1,{'votes/confidence': '3/5'}
244,1,2,{'votes/confidence': '4/6'}
245,1,1,{'votes/confidence': '2/4'}
246,1,3,{'votes/confidence': '3/5'}
247,1,2,{'votes/confidence': '5/7'}
248,1,2,{'votes/confidence': '3/6'}
249,2,3,{'votes/confidence': '4/6'}
250,2,2,{'votes/confidence': '5/6'}
251,2,0,{'votes/confidence': '3/6'}
252,2,1,{'votes/confidence': '6/7'}
253,2,2,{'votes/confidence': '7/7'}
254,2,0,{'votes/confidence': '5/6'}
255,2,0,{'votes/confidence': 0.9843750596046448}
256,2,0,{'votes/confidence': '6/7'}
257,2,2,{'votes/confidence': '3/5'}
258,2,0,{'votes/confidence': '4/6'}
259,2,3,{'votes/confidence': '5/6'}
260,2,2,{'votes/confidence': '3/6'}
261,2,3,{'votes/confidence': '6/7'}
262,2,3,{'votes/confidence': '3/4'}
263,2,2,{'votes/confidence': '2/2'}
264,2,3,{'votes/confidence': '4/4'}
265,2,2,{'votes/confidence': '3/5'}
266,2,0,{'votes/confidence': '3/6'}
267,2,3,{'votes/confidence': 0.9967842102050781}
268,2,3,{'votes/confidence': '3/4'}
269,2,2,{'votes/confidence': '5/5'}
270,2,2,{'votes/confidence': '2/2'}
271,2,2,{'votes/confidence': '6/8'}
272,2,2,{'votes/confidence': '4/6'}
273,2,3,{'votes/confidence': '5/7'}
274,2,3,{'votes/confidence': '3/5'}
275,2,0,{'votes/confidence': '1/1'}
276,2,0,{'votes/confidence': '4/6'}
277,2,3,{'votes/confidence': '3/4'}
278,2,2,{'votes/confidence': '5/5'}
279,2,2,{'votes/confidence': '6/6'}
280,2,3,{'votes/confidence': '6/8'}
281,2,0,{'votes/confidence': 0.9324730038642883}
282,2,2,{'votes/confidence': '5/8'}
283,2,3,{'votes/confidence': '4/8'}
284,2,3,{'votes/confidence': '5/7'}
285,2,2,{'votes/confidence': '5/8'}
286,2,0,{'votes/confidence': '5/6'}
287,2,1,{'votes/confidence': '5/7'}
288,2,3,{'votes/confidence': 0.9966878294944763}
289,2,3,{'votes/confidence': '4/5'}
290,2,2,{'votes/confidence': '6/6'}
291,2,3,{'votes/confidence': '5/7'}
292,2,3,{'votes/confidence': '4/6'}
293,2,2,{'votes/confidence': '7/8'}
294,2,1,{'votes/confidence': '6/7'}
295,2,2,{'votes/confidence': '2/3'}
296,2,2,{'votes/confidence': '3/5'}
297,2,1,{'votes/confidence': 0.9997847676277161}
298,2,3,{'votes/confidence': '4/4'}
299,2,3,{'votes/confidence': '7/7'}
300,2,3,{'votes/confidence': '4/6'}
301,2,2,{'votes/confidence': '3/5'}
302,2,2,{'votes/confidence': '3/5'}
303,2,2,{'votes/confidence': '5/6'}
304,2,3,{'votes/confidence': '5/7'}
305,2,3,{'votes/confidence': '1/1'}
306,2,1,{'votes/confidence': 0.9823316335678101}
307,2,3,{'votes/confidence': '4/6'}
308,2,2,{'votes/confidence': '4/5'}
309,2,2,{'votes/confidence': '5/5'}
310,2,2,{'votes/confidence': '6/6'}
311,2,2,{'votes/confidence': '6/6'}
312,2,2,{'votes/confidence': '7/7'}
313,2,2,{'votes/confidence': '6/6'}
314,2,2,{'votes/confidence': '5/5'}
315,2,2,{'votes/confidence': '2/3'}
316,2,3,{'votes/confidence': '4/5'}
317,2,3,{'votes/confidence': '2/4'}
318,2,2,{'votes/confidence': '3/5'}
319,2,2,{'votes/confidence': '4/5'}
320,2,2,{'votes/confidence': '6/6'}
321,2,2,{'votes/confidence': '4/4'}
322,2,2,{'votes/confidence': '4/7'}
323,2,3,{'votes/confidence': 0.9999960660934448}
324,2,2,{'votes/confidence': '5/6'}
325,2,2,{'votes/confidence': '4/5'}
326,2,3,{'votes/confidence': '4/5'}
327,2,2,{'votes/confidence': 0.997974693775177}
328,2,2,{'votes/confidence': '6/6'}
329,2,2,{'votes/confidence': 0.9969542026519775}
330,2,2,{'votes/confidence': '3/5'}
331,2,2,{'votes/confidence': '6/6'}
332,2,2,{'votes/confidence': '5/5'}
333,2,2,{'votes/confidence': '6/6'}
334,2,2,{'votes/confidence': '7/7'}
335,2,3,{'votes/confidence': '3/5'}
336,2,3,{'votes/confidence': '6/9'}
337,2,1,{'votes/confidence': '3/5'}
338,2,2,{'votes/confidence': '4/6'}
339,2,3,{'votes/confidence': 0.9818294048309326}
340,2,3,{'votes/confidence': '3/4'}
341,2,2,{'votes/confidence': '4/4'}
342,2,2,{'votes/confidence': '6/6'}
343,2,2,{'votes/confidence': '6/6'}
344,2,0,{'votes/confidence': '5/7'}
345,2,3,{'votes/confidence': '4/6'}
346,2,2,{'votes/confidence': '5/5'}
347,2,3,{'votes/confidence': '4/5'}
348,2,2,{'votes/confidence': '3/4'}
349,2,2,{'votes/confidence': '2/3'}
350,2,0,{'votes/confidence': '6/7'}
351,2,2,{'votes/confidence': '3/6'}
352,2,2,{'votes/confidence': '4/4'}
353,2,2,{'votes/confidence': '4/5'}
354,2,2,{'votes/confidence': '4/4'}
355,2,3,{'votes/confidence': '3/4'}
356,2,3,{'votes/confidence': '3/4'}
357,2,2,{'votes/confidence': '7/7'}
358,2,2,{'votes/confidence': '7/7'}
359,2,0,{'votes/confidence': '3/4'}
360,2,0,{'votes/confidence': '2/4'}
361,2,0,{'votes/confidence': '3/5'}
362,2,2,{'votes/confidence': '3/4'}
363,2,0,{'votes/confidence': '3/3'}
364,2,0,{'votes/confidence': '2/4'}
365,2,1,{'votes/confidence': '3/4'}
366,2,2,{'votes/confidence': '5/5'}
367,2,2,{'votes/confidence': '5/5'}
368,2,0,{'votes/confidence': '4/5'}
369,2,2,{'votes/confidence': 0.9999902248382568}
370,2,2,{'votes/confidence': '4/7'}
371,2,2,{'votes/confidence': '3/3'}
372,2,3,{'votes/confidence': '5/7'}
373,2,1,{'votes/confidence': '5/6'}
374,2,2,{'votes/confidence': '5/6'}
375,2,3,{'votes/confidence': '4/6'}
376,2,3,{'votes/confidence': 0.9739559888839722}
377,2,2,{'votes/confidence': '6/8'}
378,2,3,{'votes/confidence': '5/6'}
379,2,2,{'votes/confidence': '6/6'}
380,2,2,{'votes/confidence': '8/8'}
381,2,0,{'votes/confidence': '3/7'}
382,2,0,{'votes/confidence': '4/4'}
383,2,3,{'votes/confidence': '4/5'}
384,2,2,{'votes/confidence': '4/7'}
385,2,2,{'votes/confidence': '5/7'}
386,2,1,{'votes/confidence': '5/7'}
387,2,2,{'votes/confidence': '3/5'}
388,2,1,{'votes/confidence': '5/6'}
389,2,2,{'votes/confidence': 0.9992765784263611}
390,2,2,{'votes/confidence': '6/6'}
391,2,2,{'votes/confidence': '5/5'}
392,2,2,{'votes/confidence': '5/5'}
393,2,2,{'votes/confidence': '3/3'}
394,2,2,{'votes/confidence': '3/4'}
395,2,3,{'votes/confidence': '3/4'}
396,2,2,{'votes/confidence': '3/5'}
397,2,2,{'votes/confidence': '2/3'}
398,2,3,{'votes/confidence': '4/6'}
399,2,2,{'votes/confidence': '5/5'}
400,2,3,{'votes/confidence': '3/5'}
401,2,2,{'votes/confidence': '6/6'}
402,2,2,{'votes/confidence': '3/5'}
403,2,2,{'votes/confidence': 0.983025312423706}
404,2,2,{'votes/confidence': '3/5'}
405,2,3,{'votes/confidence': '5/6'}
406,2,2,{'votes/confidence': '5/6'}
407,2,2,{'votes/confidence': 0.9975010752677917}
408,2,2,{'votes/confidence': '4/4'}
409,2,3,{'votes/confidence': '4/6'}
410,2,2,{'votes/confidence': '3/4'}
411,2,2,{'votes/confidence': '7/7'}
412,2,3,{'votes/confidence': '7/8'}
413,2,2,{'votes/confidence': '7/7'}
414,2,3,{'votes/confidence': '4/5'}
415,2,2,{'votes/confidence': '4/7'}
416,2,3,{'votes/confidence': '3/5'}
417,2,3,{'votes/confidence': '5/5'}
418,2,3,{'votes/confidence': '6/6'}
419,2,2,{'votes/confidence': '3/5'}
420,2,3,{'votes/confidence': '5/6'}
421,2,2,{'votes/confidence': '4/4'}
422,2,3,{'votes/confidence': 0.999875545501709}
423,2,3,{'votes/confidence': '3/7'}
424,2,3,{'votes/confidence': '4/6'}
425,2,2,{'votes/confidence': '5/5'}
426,2,2,{'votes/confidence': '5/7'}
427,2,3,{'votes/confidence': '3/5'}
428,2,2,{'votes/confidence': '3/3'}
429,2,2,{'votes/confidence': '8/8'}
430,2,2,{'votes/confidence': '8/8'}
431,2,3,{'votes/confidence': '6/8'}
432,2,2,{'votes/confidence': '5/8'}
433,2,2,{'votes/confidence': '6/7'}
434,2,3,{'votes/confidence': '3/5'}
435,2,2,{'votes/confidence': '6/6'}
436,2,3,{'votes/confidence': '4/5'}
437,2,0,{'votes/confidence': '4/5'}
438,2,2,{'votes/confidence': '3/3'}
439,2,0,{'votes/confidence': '3/5'}
440,2,0,{'votes/confidence': '2/3'}
441,2,2,{'votes/confidence': '4/4'}
442,2,2,{'votes/confidence': '5/5'}
443,2,2,{'votes/confidence': '3/3'}
444,2,2,{'votes/confidence': 0.9786840081214905}
445,2,3,{'votes/confidence': 0.9342029094696045}
446,2,3,{'votes/confidence': '4/4'}
447,2,2,{'votes/confidence': '1/1'}
448,2,3,{'votes/confidence': '6/8'}
449,2,3,{'votes/confidence': '4/6'}
450,2,2,{'votes/confidence': '6/6'}
451,2,3,{'votes/confidence': '5/6'}
452,2,3,{'votes/confidence': '4/6'}
453,2,2,{'votes/confidence': '6/6'}
454,2,3,{'votes/confidence': '2/3'}
455,2,2,{'votes/confidence': '3/3'}
456,2,3,{'votes/confidence': '4/6'}
457,2,2,{'votes/confidence': 0.9998672008514404}
458,2,3,{'votes/confidence': '4/6'}
459,2,0,{'votes/confidence': 0.9767573475837708}
460,2,2,{'votes/confidence': '5/5'}
461,2,3,{'votes/confidence': '4/5'}
462,2,2,{'votes/confidence': '4/5'}
463,2,3,{'votes/confidence': 0.9998922348022461}
464,2,3,{'votes/confidence': '3/5'}
465,2,3,{'votes/confidence': '2/3'}
466,2,2,{'votes/confidence': '4/5'}
467,2,2,{'votes/confidence': '5/6'}
468,2,3,{'votes/confidence': '3/5'}
469,2,2,{'votes/confidence': '4/5'}
470,2,2,{'votes/confidence': 0.7088802456855774}
471,2,3,{'votes/confidence': '4/5'}
472,2,3,{'votes/confidence': '4/5'}
473,2,2,{'votes/confidence': '6/6'}
474,2,2,{'votes/confidence': '6/6'}
475,2,2,{'votes/confidence': '3/4'}
476,2,2,{'votes/confidence': '5/5'}
477,2,2,{'votes/confidence': '3/4'}
478,2,2,{'votes/confidence': 0.9999746084213257}
479,2,0,{'votes/confidence': '5/6'}
480,2,2,{'votes/confidence': '5/5'}
481,2,2,{'votes/confidence': '5/5'}
482,2,2,{'votes/confidence': '4/5'}
483,2,2,{'votes/confidence': '3/3'}
484,2,0,{'votes/confidence': '4/6'}
485,2,3,{'votes/confidence': '6/7'}
486,2,3,{'votes/confidence': '5/6'}
487,2,0,{'votes/confidence': '3/3'}
488,2,2,{'votes/confidence': '3/3'}
489,2,0,{'votes/confidence': '5/6'}
490,2,3,{'votes/confidence': '1/1'}
491,2,1,{'votes/confidence': '3/5'}
492,2,2,{'votes/confidence': '4/5'}
493,2,3,{'votes/confidence': '3/3'}
494,2,2,{'votes/confidence': '4/5'}
495,2,3,{'votes/confidence': 0.9429072141647339}
496,2,3,{'votes/confidence': '3/3'}
497,2,3,{'votes/confidence': '4/5'}
498,2,1,{'votes/confidence': '3/5'}
499,2,2,{'votes/confidence': '5/6'}
500,2,3,{'votes/confidence': '3/3'}
501,2,2,{'votes/confidence': 0.9696035981178284}
502,2,2,{'votes/confidence': '2/3'}
503,2,3,{'votes/confidence': '5/5'}
504,2,3,{'votes/confidence': 0.8955175876617432}
505,2,2,{'votes/confidence': '3/5'}
506,2,2,{'votes/confidence': 0.9994268417358398}
507,2,2,{'votes/confidence': '5/5'}
508,2,0,{'votes/confidence': '3/3'}
509,2,0,{'votes/confidence': '4/6'}
510,2,0,{'votes/confidence': '3/3'}
511,2,2,{'votes/confidence': 0.9889426231384277}
512,2,3,{'votes/confidence': '5/6'}
513,2,2,{'votes/confidence': 1.0}
514,2,2,{'votes/confidence': '4/5'}
515,2,2,{'votes/confidence': '4/6'}
516,2,2,{'votes/confidence': '5/7'}
517,2,2,{'votes/confidence': 0.9994040727615356}
518,2,0,{'votes/confidence': '3/5'}
519,2,0,{'votes/confidence': '3/4'}
520,2,2,{'votes/confidence': '6/6'}
521,2,3,{'votes/confidence': '4/7'}
522,2,3,{'votes/confidence': '7/9'}
523,2,1,{'votes/confidence': '3/5'}
524,2,2,{'votes/confidence': '2/3'}
525,2,2,{'votes/confidence': '5/5'}
526,2,3,{'votes/confidence': 0.98792564868927}
527,2,2,{'votes/confidence': 0.9998818635940552}
528,2,3,{'votes/confidence': '5/5'}
529,2,3,{'votes/confidence': '3/5'}
530,2,3,{'votes/confidence': '2/3'}
531,2,0,{'votes/confidence': '4/6'}
532,2,2,{'votes/confidence': 0.9876880049705505}
533,2,3,{'votes/confidence': '4/4'}
534,2,0,{'votes/confidence': 0.9513213634490967}
535,2,3,{'votes/confidence': '3/6'}
536,2,2,{'votes/confidence': '6/7'}
537,2,2,{'votes/confidence': '3/5'}
538,2,3,{'votes/confidence': '3/7'}
539,2,0,{'votes/confidence': '3/6'}
540,2,0,{'votes/confidence': '4/5'}
541,2,2,{'votes/confidence': '3/3'}
542,2,2,{'votes/confidence': '5/5'}
543,2,2,{'votes/confidence': '4/4'}
544,2,2,{'votes/confidence': '4/5'}
545,2,2,{'votes/confidence': '4/4'}
546,2,3,{'votes/confidence': '3/5'}
547,2,2,{'votes/confidence': '3/5'}
548,2,2,{'votes/confidence': '3/3'}
549,2,3,{'votes/confidence': '4/6'}
550,2,3,{'votes/confidence': '3/4'}
551,2,2,{'votes/confidence': '5/6'}
552,2,1,{'votes/confidence': '3/6'}
553,2,2,{'votes/confidence': '4/6'}
554,2,3,{'votes/confidence': 0.8810765147209167}
555,2,3,{'votes/confidence': '4/6'}
556,2,3,{'votes/confidence': '3/5'}
557,2,0,{'votes/confidence': '7/8'}
558,2,2,{'votes/confidence': '6/7'}
559,2,3,{'votes/confidence': '4/6'}
560,2,2,{'votes/confidence': '5/6'}
561,2,2,{'votes/confidence': '3/4'}
562,2,3,{'votes/confidence': '4/8'}
563,2,2,{'votes/confidence': '4/4'}
564,2,2,{'votes/confidence': '6/6'}
565,2,2,{'votes/confidence': '7/7'}
566,2,0,{'votes/confidence': 0.9983916878700256}
567,2,3,{'votes/confidence': '4/7'}
568,2,2,{'votes/confidence': '5/5'}
569,2,3,{'votes/confidence': '5/6'}
570,2,3,{'votes/confidence': '3/4'}
571,2,2,{'votes/confidence': '4/6'}
572,2,3,{'votes/confidence': '4/4'}
573,2,3,{'votes/confidence': '5/5'}
574,2,3,{'votes/confidence': '3/4'}
575,2,3,{'votes/confidence': '6/6'}
576,2,3,{'votes/confidence': '4/4'}
577,2,2,{'votes/confidence': '3/3'}
578,2,2,{'votes/confidence': '5/5'}
579,2,0,{'votes/confidence': '3/4'}
580,2,3,{'votes/confidence': '3/5'}
581,2,2,{'votes/confidence': 0.9279245734214783}
582,2,2,{'votes/confidence': '6/6'}
583,2,2,{'votes/confidence': '5/5'}
584,2,2,{'votes/confidence': '6/6'}
585,2,3,{'votes/confidence': '4/5'}
586,2,0,{'votes/confidence': '4/6'}
587,2,1,{'votes/confidence': '2/3'}
588,2,2,{'votes/confidence': '4/7'}
589,2,3,{'votes/confidence': '3/5'}
590,2,2,{'votes/confidence': '3/5'}
591,2,1,{'votes/confidence': '4/6'}
592,2,3,{'votes/confidence': '3/6'}
593,2,2,{'votes/confidence': '6/6'}
594,2,0,{'votes/confidence': '3/5'}
595,2,1,{'votes/confidence': '4/7'}
596,2,2,{'votes/confidence': '3/4'}
597,2,3,{'votes/confidence': '2/4'}
598,2,3,{'votes/confidence': '6/6'}
599,2,3,{'votes/confidence': '4/6'}
600,2,3,{'votes/confidence': '3/5'}
601,2,2,{'votes/confidence': '5/6'}
602,2,1,{'votes/confidence': 0.9580639600753784}
603,2,2,{'votes/confidence': '4/4'}
604,2,1,{'votes/confidence': '3/4'}
605,2,3,{'votes/confidence': '3/4'}
606,2,3,{'votes/confidence': '3/5'}
607,2,0,{'votes/confidence': '3/4'}
608,2,2,{'votes/confidence': '5/5'}
609,2,2,{'votes/confidence': '6/6'}
610,2,2,{'votes/confidence': '5/5'}
611,2,2,{'votes/confidence': 0.8850803971290588}
612,2,2,{'votes/confidence': '6/6'}
613,2,0,{'votes/confidence': '4/8'}
614,2,3,{'votes/confidence': '4/4'}
615,2,2,{'votes/confidence': '4/5'}
616,2,2,{'votes/confidence': '3/3'}
617,2,2,{'votes/confidence': '5/5'}
618,2,3,{'votes/confidence': '4/6'}
619,2,2,{'votes/confidence': '6/6'}
620,2,2,{'votes/confidence': '5/6'}
