test line,ground,predicted,mvs
197,0,1,{'votes/confidence': '2/3'}
198,0,0,{'votes/confidence': '3/5'}
199,0,1,{'votes/confidence': '5/7'}
200,0,1,{'votes/confidence': '5/6'}
201,0,0,{'votes/confidence': '4/5'}
202,0,0,{'votes/confidence': '6/7'}
203,0,1,{'votes/confidence': '3/5'}
204,0,1,{'votes/confidence': '3/3'}
205,0,0,{'votes/confidence': 0.9999995231628418}
206,0,1,{'votes/confidence': '7/8'}
207,0,0,{'votes/confidence': '8/8'}
208,0,0,{'votes/confidence': '8/8'}
209,0,0,{'votes/confidence': '8/8'}
210,0,1,{'votes/confidence': '6/7'}
211,0,0,{'votes/confidence': '4/5'}
212,0,1,{'votes/confidence': '5/6'}
213,0,1,{'votes/confidence': '3/5'}
214,0,0,{'votes/confidence': '5/5'}
215,0,0,{'votes/confidence': '3/3'}
216,0,0,{'votes/confidence': '5/5'}
217,0,1,{'votes/confidence': '3/3'}
218,0,0,{'votes/confidence': 0.9999772310256958}
219,0,1,{'votes/confidence': '4/5'}
220,0,1,{'votes/confidence': '2/3'}
221,0,0,{'votes/confidence': '3/3'}
222,0,0,{'votes/confidence': '2/2'}
223,0,1,{'votes/confidence': '4/4'}
224,0,0,{'votes/confidence': '1/1'}
225,0,1,{'votes/confidence': 0.999985933303833}
226,0,1,{'votes/confidence': '5/6'}
227,0,0,{'votes/confidence': '5/6'}
228,0,0,{'votes/confidence': '6/6'}
229,0,1,{'votes/confidence': '5/6'}
230,0,1,{'votes/confidence': '4/4'}
231,0,0,{'votes/confidence': '3/5'}
232,0,0,{'votes/confidence': '3/4'}
233,0,0,{'votes/confidence': '3/5'}
234,0,1,{'votes/confidence': '3/4'}
235,0,0,{'votes/confidence': '3/5'}
236,0,0,{'votes/confidence': '4/4'}
237,0,1,{'votes/confidence': '2/2'}
238,0,1,{'votes/confidence': '1/1'}
239,0,0,{'votes/confidence': '4/6'}
240,0,0,{'votes/confidence': '3/3'}
241,0,0,{'votes/confidence': '3/3'}
242,0,0,{'votes/confidence': '6/6'}
243,0,0,{'votes/confidence': 0.9969576597213745}
244,0,0,{'votes/confidence': '6/6'}
245,0,0,{'votes/confidence': '3/4'}
246,0,0,{'votes/confidence': '5/5'}
247,0,0,{'votes/confidence': '3/5'}
248,0,0,{'votes/confidence': '3/5'}
249,0,0,{'votes/confidence': 1.0}
250,0,1,{'votes/confidence': '4/5'}
251,0,0,{'votes/confidence': '3/3'}
252,0,0,{'votes/confidence': '3/5'}
253,0,1,{'votes/confidence': '4/6'}
254,0,1,{'votes/confidence': '4/7'}
255,0,1,{'votes/confidence': '4/5'}
256,0,1,{'votes/confidence': '4/5'}
257,0,0,{'votes/confidence': '2/2'}
258,0,1,{'votes/confidence': '3/5'}
259,0,0,{'votes/confidence': '4/5'}
260,0,1,{'votes/confidence': '5/6'}
261,0,1,{'votes/confidence': '5/6'}
262,0,1,{'votes/confidence': '3/4'}
263,0,0,{'votes/confidence': '5/5'}
264,0,0,{'votes/confidence': '4/4'}
265,0,1,{'votes/confidence': '3/4'}
266,0,0,{'votes/confidence': '6/6'}
267,0,0,{'votes/confidence': '5/5'}
268,0,0,{'votes/confidence': '5/5'}
269,0,0,{'votes/confidence': '5/5'}
270,0,0,{'votes/confidence': '3/3'}
271,0,1,{'votes/confidence': 1.0}
272,0,1,{'votes/confidence': '4/7'}
273,0,0,{'votes/confidence': 1.0}
274,0,0,{'votes/confidence': '3/3'}
275,0,1,{'votes/confidence': '2/3'}
276,0,1,{'votes/confidence': '4/6'}
277,0,0,{'votes/confidence': '1/1'}
278,0,1,{'votes/confidence': '5/5'}
279,0,0,{'votes/confidence': '3/5'}
280,0,1,{'votes/confidence': '3/3'}
281,0,1,{'votes/confidence': '3/5'}
282,0,0,{'votes/confidence': '3/4'}
283,0,0,{'votes/confidence': '2/3'}
284,0,1,{'votes/confidence': '4/5'}
285,0,1,{'votes/confidence': '5/5'}
286,0,0,{'votes/confidence': 1.0}
287,0,1,{'votes/confidence': '3/3'}
288,0,1,{'votes/confidence': '4/4'}
289,0,0,{'votes/confidence': '2/3'}
290,0,1,{'votes/confidence': '5/5'}
291,0,0,{'votes/confidence': '3/4'}
292,0,0,{'votes/confidence': '4/5'}
293,0,0,{'votes/confidence': '4/4'}
294,0,0,{'votes/confidence': '4/5'}
295,0,1,{'votes/confidence': '2/3'}
296,0,0,{'votes/confidence': '6/6'}
297,0,1,{'votes/confidence': '2/3'}
298,0,0,{'votes/confidence': '4/5'}
299,0,0,{'votes/confidence': '4/6'}
300,0,0,{'votes/confidence': '4/6'}
301,0,1,{'votes/confidence': '3/5'}
302,0,1,{'votes/confidence': '5/6'}
303,0,0,{'votes/confidence': '7/7'}
304,0,1,{'votes/confidence': '4/7'}
305,0,0,{'votes/confidence': '5/5'}
306,0,0,{'votes/confidence': '3/5'}
307,0,1,{'votes/confidence': '4/5'}
308,0,1,{'votes/confidence': 0.9999955892562866}
309,0,0,{'votes/confidence': '3/5'}
310,0,0,{'votes/confidence': '5/5'}
311,0,0,{'votes/confidence': '4/4'}
312,0,0,{'votes/confidence': '6/6'}
313,0,0,{'votes/confidence': '4/7'}
314,0,1,{'votes/confidence': '7/9'}
315,0,1,{'votes/confidence': '3/5'}
316,0,1,{'votes/confidence': '2/3'}
317,0,1,{'votes/confidence': '5/7'}
318,0,1,{'votes/confidence': '3/5'}
319,0,0,{'votes/confidence': '3/4'}
320,0,0,{'votes/confidence': '4/6'}
321,0,0,{'votes/confidence': '3/5'}
322,0,0,{'votes/confidence': '4/5'}
323,0,1,{'votes/confidence': '2/3'}
324,0,1,{'votes/confidence': 1.0}
325,0,1,{'votes/confidence': '3/4'}
326,0,1,{'votes/confidence': '5/5'}
327,0,1,{'votes/confidence': '4/5'}
328,0,1,{'votes/confidence': '3/5'}
329,0,0,{'votes/confidence': '5/6'}
330,0,1,{'votes/confidence': 1.0}
331,0,0,{'votes/confidence': '4/5'}
332,0,0,{'votes/confidence': '5/6'}
333,0,0,{'votes/confidence': '4/7'}
334,0,0,{'votes/confidence': '3/5'}
335,0,0,{'votes/confidence': '4/7'}
336,0,1,{'votes/confidence': '6/6'}
337,0,1,{'votes/confidence': '5/5'}
338,0,1,{'votes/confidence': '3/3'}
339,0,1,{'votes/confidence': '4/5'}
340,0,0,{'votes/confidence': '4/4'}
341,0,1,{'votes/confidence': '4/5'}
342,0,1,{'votes/confidence': '3/4'}
343,0,0,{'votes/confidence': '5/5'}
344,0,0,{'votes/confidence': '5/5'}
345,0,0,{'votes/confidence': '3/3'}
346,0,1,{'votes/confidence': 1.0}
347,0,1,{'votes/confidence': '4/4'}
348,0,1,{'votes/confidence': 1.0}
349,0,0,{'votes/confidence': '4/6'}
350,0,1,{'votes/confidence': '6/6'}
351,0,1,{'votes/confidence': 1.0}
352,0,1,{'votes/confidence': '5/6'}
353,0,0,{'votes/confidence': '4/5'}
354,0,1,{'votes/confidence': '7/8'}
355,0,1,{'votes/confidence': '4/7'}
356,0,0,{'votes/confidence': 0.9999996423721313}
357,0,0,{'votes/confidence': '6/6'}
358,0,0,{'votes/confidence': 1.0}
359,0,0,{'votes/confidence': '6/8'}
360,0,0,{'votes/confidence': '4/4'}
361,0,0,{'votes/confidence': '4/6'}
362,0,0,{'votes/confidence': '7/7'}
363,0,0,{'votes/confidence': '5/5'}
364,0,1,{'votes/confidence': '6/7'}
365,0,0,{'votes/confidence': '4/5'}
366,0,0,{'votes/confidence': 1.0}
367,0,0,{'votes/confidence': '3/4'}
368,0,0,{'votes/confidence': '4/6'}
369,0,1,{'votes/confidence': '4/4'}
370,0,0,{'votes/confidence': '4/5'}
371,0,1,{'votes/confidence': '4/4'}
372,0,1,{'votes/confidence': '4/6'}
373,0,0,{'votes/confidence': '3/4'}
374,0,0,{'votes/confidence': '3/3'}
375,0,0,{'votes/confidence': '4/5'}
376,0,0,{'votes/confidence': '4/4'}
377,0,1,{'votes/confidence': '3/5'}
378,0,1,{'votes/confidence': '5/6'}
379,0,1,{'votes/confidence': '5/6'}
380,0,1,{'votes/confidence': '3/5'}
381,0,0,{'votes/confidence': '4/6'}
382,0,1,{'votes/confidence': '3/5'}
383,0,0,{'votes/confidence': 1.0}
384,0,0,{'votes/confidence': '2/3'}
385,0,1,{'votes/confidence': '6/7'}
386,0,0,{'votes/confidence': '5/5'}
387,0,0,{'votes/confidence': '3/5'}
388,0,1,{'votes/confidence': 1.0}
389,0,0,{'votes/confidence': '4/6'}
390,0,0,{'votes/confidence': '6/6'}
391,0,0,{'votes/confidence': '5/5'}
392,0,0,{'votes/confidence': '4/5'}
393,0,0,{'votes/confidence': '4/7'}
394,0,1,{'votes/confidence': '3/4'}
395,0,1,{'votes/confidence': '3/4'}
396,0,1,{'votes/confidence': '4/4'}
397,0,0,{'votes/confidence': '5/6'}
398,0,0,{'votes/confidence': 1.0}
399,0,0,{'votes/confidence': '3/5'}
400,0,0,{'votes/confidence': '6/6'}
401,0,0,{'votes/confidence': '3/5'}
402,0,0,{'votes/confidence': '4/4'}
403,0,1,{'votes/confidence': 1.0}
404,0,1,{'votes/confidence': '4/4'}
405,0,1,{'votes/confidence': '4/5'}
406,0,0,{'votes/confidence': '4/4'}
407,0,0,{'votes/confidence': '5/5'}
408,0,0,{'votes/confidence': 1.0}
409,0,0,{'votes/confidence': '5/5'}
410,0,1,{'votes/confidence': '3/4'}
411,0,0,{'votes/confidence': '5/6'}
412,0,1,{'votes/confidence': '7/8'}
413,0,0,{'votes/confidence': 0.999889612197876}
414,0,1,{'votes/confidence': '3/5'}
415,0,0,{'votes/confidence': '2/3'}
416,0,0,{'votes/confidence': '5/5'}
417,0,0,{'votes/confidence': '6/6'}
418,0,0,{'votes/confidence': '6/6'}
419,0,0,{'votes/confidence': '6/6'}
420,0,0,{'votes/confidence': '5/5'}
421,0,1,{'votes/confidence': '6/7'}
422,0,0,{'votes/confidence': '6/6'}
423,0,0,{'votes/confidence': '2/2'}
424,0,1,{'votes/confidence': '4/6'}
425,0,0,{'votes/confidence': '5/5'}
426,0,1,{'votes/confidence': '2/3'}
427,0,0,{'votes/confidence': '5/5'}
428,0,1,{'votes/confidence': '5/6'}
429,0,0,{'votes/confidence': '5/5'}
430,0,0,{'votes/confidence': '4/4'}
431,0,0,{'votes/confidence': '3/3'}
432,0,0,{'votes/confidence': '6/6'}
433,0,0,{'votes/confidence': '3/5'}
434,0,1,{'votes/confidence': '5/6'}
435,0,1,{'votes/confidence': '3/4'}
436,0,0,{'votes/confidence': '5/5'}
437,0,0,{'votes/confidence': '6/6'}
438,0,0,{'votes/confidence': '6/6'}
439,0,0,{'votes/confidence': '7/7'}
440,0,0,{'votes/confidence': '4/5'}
441,0,0,{'votes/confidence': '3/5'}
442,0,0,{'votes/confidence': '4/4'}
443,0,0,{'votes/confidence': '4/6'}
444,0,1,{'votes/confidence': 0.9999986886978149}
445,0,1,{'votes/confidence': '3/3'}
446,0,0,{'votes/confidence': '4/5'}
447,0,1,{'votes/confidence': '6/6'}
448,0,1,{'votes/confidence': '3/5'}
449,0,0,{'votes/confidence': 1.0}
450,0,1,{'votes/confidence': '5/7'}
451,0,1,{'votes/confidence': '2/3'}
452,0,1,{'votes/confidence': '6/7'}
453,0,1,{'votes/confidence': '6/8'}
454,0,0,{'votes/confidence': '8/8'}
455,0,1,{'votes/confidence': '5/7'}
456,0,1,{'votes/confidence': '5/7'}
457,0,1,{'votes/confidence': '4/4'}
458,0,1,{'votes/confidence': '2/3'}
459,0,1,{'votes/confidence': '2/3'}
460,0,0,{'votes/confidence': '4/4'}
461,0,0,{'votes/confidence': '4/6'}
462,0,1,{'votes/confidence': '2/2'}
463,0,0,{'votes/confidence': '4/7'}
464,0,0,{'votes/confidence': '4/4'}
465,0,1,{'votes/confidence': '3/5'}
466,0,0,{'votes/confidence': '5/5'}
467,0,0,{'votes/confidence': '4/6'}
468,0,0,{'votes/confidence': 1.0}
469,0,0,{'votes/confidence': '3/5'}
470,0,0,{'votes/confidence': '5/5'}
471,0,1,{'votes/confidence': '4/5'}
472,0,1,{'votes/confidence': '5/5'}
473,0,0,{'votes/confidence': '3/5'}
474,0,1,{'votes/confidence': '3/5'}
475,0,1,{'votes/confidence': '2/3'}
476,0,0,{'votes/confidence': '3/4'}
477,0,0,{'votes/confidence': '3/5'}
478,0,0,{'votes/confidence': '3/5'}
479,0,0,{'votes/confidence': '5/6'}
480,0,1,{'votes/confidence': '4/4'}
481,0,0,{'votes/confidence': '3/5'}
482,0,1,{'votes/confidence': '4/4'}
483,0,1,{'votes/confidence': '6/6'}
484,0,1,{'votes/confidence': '4/4'}
485,0,0,{'votes/confidence': '5/6'}
486,0,0,{'votes/confidence': 0.9999228715896606}
487,0,1,{'votes/confidence': '6/8'}
488,0,1,{'votes/confidence': '3/5'}
489,0,0,{'votes/confidence': '3/5'}
490,0,1,{'votes/confidence': '3/4'}
491,0,1,{'votes/confidence': '3/5'}
492,0,0,{'votes/confidence': '4/7'}
493,0,0,{'votes/confidence': '3/5'}
494,0,0,{'votes/confidence': 1.0}
495,0,1,{'votes/confidence': '3/5'}
496,0,1,{'votes/confidence': '3/4'}
497,0,1,{'votes/confidence': '4/4'}
498,0,1,{'votes/confidence': '5/6'}
499,0,0,{'votes/confidence': '6/6'}
500,0,0,{'votes/confidence': '6/6'}
501,0,1,{'votes/confidence': '4/6'}
502,0,0,{'votes/confidence': '4/4'}
503,0,1,{'votes/confidence': '3/4'}
504,0,0,{'votes/confidence': '3/5'}
505,0,0,{'votes/confidence': 1.0}
506,0,0,{'votes/confidence': '3/5'}
507,0,0,{'votes/confidence': '3/4'}
508,0,0,{'votes/confidence': '3/5'}
509,0,0,{'votes/confidence': '3/5'}
510,0,0,{'votes/confidence': '4/4'}
511,0,0,{'votes/confidence': '4/6'}
512,0,0,{'votes/confidence': 1.0}
513,0,1,{'votes/confidence': '4/4'}
514,0,0,{'votes/confidence': '3/5'}
515,0,1,{'votes/confidence': '6/6'}
516,0,1,{'votes/confidence': '3/5'}
517,0,0,{'votes/confidence': '4/5'}
518,0,0,{'votes/confidence': '3/3'}
519,0,1,{'votes/confidence': '6/6'}
520,0,0,{'votes/confidence': '5/6'}
521,0,0,{'votes/confidence': '1/1'}
522,0,0,{'votes/confidence': '5/5'}
523,0,0,{'votes/confidence': '3/5'}
524,0,0,{'votes/confidence': 1.0}
525,0,1,{'votes/confidence': '4/5'}
526,0,0,{'votes/confidence': '7/7'}
527,0,1,{'votes/confidence': '5/7'}
528,0,0,{'votes/confidence': '7/7'}
529,0,1,{'votes/confidence': '4/5'}
530,0,1,{'votes/confidence': '4/7'}
531,0,0,{'votes/confidence': '7/7'}
532,0,0,{'votes/confidence': 1.0}
533,0,0,{'votes/confidence': '5/5'}
534,0,0,{'votes/confidence': '4/6'}
535,0,0,{'votes/confidence': 1.0}
536,0,0,{'votes/confidence': '4/4'}
537,0,0,{'votes/confidence': '5/5'}
538,0,0,{'votes/confidence': '4/7'}
539,0,1,{'votes/confidence': '4/5'}
540,0,0,{'votes/confidence': '3/3'}
541,0,0,{'votes/confidence': '4/4'}
542,0,0,{'votes/confidence': '4/6'}
543,0,0,{'votes/confidence': '4/5'}
544,0,1,{'votes/confidence': '4/4'}
545,0,1,{'votes/confidence': '6/6'}
546,0,1,{'votes/confidence': '4/5'}
547,0,1,{'votes/confidence': '3/3'}
548,0,0,{'votes/confidence': '4/6'}
549,0,0,{'votes/confidence': 1.0}
550,0,0,{'votes/confidence': '2/3'}
551,0,1,{'votes/confidence': '3/4'}
552,0,1,{'votes/confidence': '3/5'}
553,0,0,{'votes/confidence': 1.0}
554,0,0,{'votes/confidence': '3/5'}
555,0,0,{'votes/confidence': '6/6'}
556,0,1,{'votes/confidence': '6/7'}
557,0,0,{'votes/confidence': '6/6'}
558,0,1,{'votes/confidence': '4/6'}
559,0,0,{'votes/confidence': 1.0}
560,0,1,{'votes/confidence': '4/5'}
561,0,0,{'votes/confidence': '3/4'}
562,0,0,{'votes/confidence': '4/6'}
563,0,1,{'votes/confidence': '4/6'}
564,0,0,{'votes/confidence': '4/5'}
565,0,0,{'votes/confidence': '6/6'}
566,0,0,{'votes/confidence': '4/5'}
567,0,0,{'votes/confidence': '4/4'}
568,0,0,{'votes/confidence': '1/1'}
569,0,0,{'votes/confidence': '5/5'}
570,0,1,{'votes/confidence': '4/5'}
571,0,1,{'votes/confidence': '4/5'}
572,0,0,{'votes/confidence': '3/5'}
573,0,0,{'votes/confidence': '5/5'}
574,0,1,{'votes/confidence': '5/5'}
575,0,1,{'votes/confidence': '4/5'}
576,0,0,{'votes/confidence': '5/5'}
577,0,1,{'votes/confidence': '3/4'}
578,0,1,{'votes/confidence': '5/7'}
579,0,0,{'votes/confidence': '3/5'}
580,0,1,{'votes/confidence': '5/5'}
581,0,0,{'votes/confidence': '5/5'}
582,0,1,{'votes/confidence': '4/7'}
583,0,1,{'votes/confidence': '4/7'}
584,0,0,{'votes/confidence': '3/4'}
585,0,1,{'votes/confidence': 0.9999979734420776}
586,0,1,{'votes/confidence': 1.0}
587,0,1,{'votes/confidence': '5/6'}
588,0,0,{'votes/confidence': '6/6'}
589,0,0,{'votes/confidence': 0.9989945292472839}
590,0,1,{'votes/confidence': '2/3'}
591,0,1,{'votes/confidence': '5/5'}
592,0,0,{'votes/confidence': '4/5'}
593,0,1,{'votes/confidence': '4/4'}
594,0,1,{'votes/confidence': '3/4'}
595,0,1,{'votes/confidence': '5/5'}
596,0,1,{'votes/confidence': 1.0}
597,0,0,{'votes/confidence': 1.0}
598,0,1,{'votes/confidence': 1.0}
599,0,0,{'votes/confidence': 1.0}
600,0,1,{'votes/confidence': '3/4'}
601,0,1,{'votes/confidence': '3/5'}
602,0,0,{'votes/confidence': '3/5'}
603,0,1,{'votes/confidence': 1.0}
604,0,1,{'votes/confidence': '6/9'}
605,0,0,{'votes/confidence': '7/7'}
606,0,1,{'votes/confidence': '3/5'}
607,0,0,{'votes/confidence': '4/5'}
608,0,0,{'votes/confidence': '5/6'}
609,0,1,{'votes/confidence': '3/4'}
610,0,1,{'votes/confidence': 1.0}
611,0,1,{'votes/confidence': '2/2'}
612,0,0,{'votes/confidence': '6/6'}
613,0,0,{'votes/confidence': '4/6'}
614,0,0,{'votes/confidence': '4/4'}
615,0,0,{'votes/confidence': '6/6'}
616,0,1,{'votes/confidence': '6/7'}
617,0,0,{'votes/confidence': '6/6'}
618,0,0,{'votes/confidence': '3/3'}
619,0,0,{'votes/confidence': '5/5'}
620,0,0,{'votes/confidence': '5/5'}
621,0,0,{'votes/confidence': '3/3'}
622,0,0,{'votes/confidence': '5/6'}
623,0,0,{'votes/confidence': '4/7'}
624,0,1,{'votes/confidence': '5/6'}
625,0,1,{'votes/confidence': '5/6'}
626,0,0,{'votes/confidence': '5/5'}
627,0,0,{'votes/confidence': 1.0}
628,0,1,{'votes/confidence': '5/7'}
629,0,1,{'votes/confidence': '5/6'}
630,0,1,{'votes/confidence': '5/6'}
631,0,0,{'votes/confidence': '6/6'}
632,0,0,{'votes/confidence': '6/6'}
633,0,0,{'votes/confidence': '4/4'}
