test line,ground,predicted,mvs
235,0,0,"{'votes': '2/4', 'highest_confidence': 0.9997761845588684}"
236,0,1,"{'votes': '3/5', 'highest_confidence': 0.9905909895896912}"
237,0,0,"{'votes': '5/6', 'highest_confidence': 0.9559314250946045}"
238,0,1,"{'votes': '4/5', 'highest_confidence': 0.9958999752998352}"
239,0,0,"{'votes': '4/5', 'highest_confidence': 0.9541059136390686}"
240,0,0,"{'votes': '4/5', 'highest_confidence': 0.996733546257019}"
241,0,1,"{'votes': '3/5', 'highest_confidence': 0.9199026823043823}"
242,0,1,"{'votes': '4/4', 'highest_confidence': 0.9922515749931335}"
243,0,1,"{'votes': '3/4', 'highest_confidence': 0.9871298670768738}"
244,0,0,"{'votes': '4/5', 'highest_confidence': 0.9657706022262573}"
245,0,0,"{'votes': '5/6', 'highest_confidence': 0.9140703082084656}"
246,0,1,"{'votes': '4/4', 'highest_confidence': 0.7940304279327393}"
247,0,0,"{'votes': '1/1', 'highest_confidence': 0.9329187870025635}"
248,0,0,"{'votes': '5/7', 'highest_confidence': 0.9907976388931274}"
249,0,0,"{'votes': '6/7', 'highest_confidence': 0.9813271164894104}"
250,0,0,"{'votes': '5/8', 'highest_confidence': 0.9673526287078857}"
251,0,1,"{'votes': '6/6', 'highest_confidence': 0.918733537197113}"
252,0,0,"{'votes': '3/3', 'highest_confidence': 0.5910703539848328}"
253,0,1,"{'votes': '5/6', 'highest_confidence': 0.9476134777069092}"
254,0,1,"{'votes': '4/8', 'highest_confidence': 0.9785378575325012}"
255,0,0,"{'votes': '4/6', 'highest_confidence': 0.9918295741081238}"
256,0,1,"{'votes': '6/6', 'highest_confidence': 0.9745065569877625}"
257,0,0,"{'votes': '2/3', 'highest_confidence': 0.7838723063468933}"
258,0,1,"{'votes': '2/3', 'highest_confidence': 0.9746144413948059}"
259,0,0,"{'votes': '1/1', 'highest_confidence': 0.8467559814453125}"
260,0,0,"{'votes': '6/6', 'highest_confidence': 0.9741398096084595}"
261,0,1,"{'votes': '3/4', 'highest_confidence': 0.9667206406593323}"
262,0,1,"{'votes': '2/2', 'highest_confidence': 0.9568459391593933}"
263,0,1,"{'votes': '3/5', 'highest_confidence': 0.9181590676307678}"
264,0,0,"{'votes': '2/3', 'highest_confidence': 0.9962058067321777}"
265,0,1,"{'votes': '6/6', 'highest_confidence': 0.9869632124900818}"
266,0,0,"{'votes': '3/4', 'highest_confidence': 0.9793755412101746}"
267,0,0,"{'votes': '4/6', 'highest_confidence': 0.9932045936584473}"
268,0,0,"{'votes': '4/4', 'highest_confidence': 0.9913416504859924}"
269,0,0,"{'votes': '4/5', 'highest_confidence': 0.9981707334518433}"
270,0,1,"{'votes': '3/5', 'highest_confidence': 0.9563029408454895}"
271,0,0,"{'votes': '3/5', 'highest_confidence': 0.9588852524757385}"
272,0,0,"{'votes': '3/4', 'highest_confidence': 0.9898443222045898}"
273,0,0,"{'votes': '5/5', 'highest_confidence': 0.990180492401123}"
274,0,0,"{'votes': '3/3', 'highest_confidence': 0.8633036613464355}"
275,0,1,"{'votes': '5/5', 'highest_confidence': 0.9666616916656494}"
276,0,1,"{'votes': '5/5', 'highest_confidence': 0.9948893785476685}"
277,0,0,"{'votes': '6/6', 'highest_confidence': 0.9779071807861328}"
278,0,1,"{'votes': '4/4', 'highest_confidence': 0.9925590753555298}"
279,0,1,"{'votes': '5/5', 'highest_confidence': 0.7729324698448181}"
280,0,1,"{'votes': '4/6', 'highest_confidence': 0.9825583696365356}"
281,0,0,"{'votes': '5/6', 'highest_confidence': 0.9981045722961426}"
282,0,1,"{'votes': '6/6', 'highest_confidence': 0.9966379404067993}"
283,0,0,"{'votes': '4/6', 'highest_confidence': 0.9358375072479248}"
284,0,1,"{'votes': '3/5', 'highest_confidence': 0.9700568318367004}"
285,0,1,"{'votes': '4/6', 'highest_confidence': 0.9321082830429077}"
286,0,0,"{'votes': '4/7', 'highest_confidence': 0.9501067996025085}"
287,0,1,"{'votes': '4/5', 'highest_confidence': 0.9467810392379761}"
288,0,1,"{'votes': '4/5', 'highest_confidence': 0.9560060501098633}"
289,0,0,"{'votes': '2/2', 'highest_confidence': 0.6799443364143372}"
290,0,1,"{'votes': '4/5', 'highest_confidence': 0.9962294697761536}"
291,0,0,"{'votes': '5/6', 'highest_confidence': 0.9969203472137451}"
292,0,0,"{'votes': '5/6', 'highest_confidence': 0.991104245185852}"
293,0,1,"{'votes': '3/4', 'highest_confidence': 0.957696259021759}"
294,0,0,"{'votes': '3/3', 'highest_confidence': 0.9932154417037964}"
295,0,0,"{'votes': '3/5', 'highest_confidence': 0.9995214939117432}"
296,0,0,"{'votes': '6/6', 'highest_confidence': 0.9998452663421631}"
297,0,0,"{'votes': '5/5', 'highest_confidence': 0.9920603036880493}"
298,0,0,"{'votes': '5/5', 'highest_confidence': 0.9991077780723572}"
299,0,0,"{'votes': '7/7', 'highest_confidence': 0.9969966411590576}"
300,0,0,"{'votes': '4/4', 'highest_confidence': 0.9997616410255432}"
301,0,0,"{'votes': '3/5', 'highest_confidence': 0.9397913813591003}"
302,0,0,"{'votes': '6/7', 'highest_confidence': 0.9996035695075989}"
303,0,0,"{'votes': '4/5', 'highest_confidence': 0.9663614630699158}"
304,0,1,"{'votes': '4/6', 'highest_confidence': 0.9951928853988647}"
305,0,1,"{'votes': '3/4', 'highest_confidence': 0.9388738870620728}"
306,0,1,"{'votes': '4/6', 'highest_confidence': 0.966654360294342}"
307,0,1,"{'votes': '4/7', 'highest_confidence': 0.9778197407722473}"
308,0,0,"{'votes': '5/6', 'highest_confidence': 0.9972957968711853}"
309,0,1,"{'votes': '3/3', 'highest_confidence': 0.7210157513618469}"
310,0,0,"{'votes': '3/3', 'highest_confidence': 0.9731272459030151}"
311,0,0,"{'votes': '3/6', 'highest_confidence': 0.9929035305976868}"
312,0,1,"{'votes': '1/1', 'highest_confidence': 0.9843481183052063}"
313,0,1,"{'votes': '3/4', 'highest_confidence': 0.9361192584037781}"
314,0,0,"{'votes': '3/3', 'highest_confidence': 0.825274646282196}"
315,0,1,"{'votes': '3/4', 'highest_confidence': 0.9978225231170654}"
316,0,0,"{'votes': '3/6', 'highest_confidence': 0.6506060361862183}"
317,0,0,"{'votes': '3/6', 'highest_confidence': 0.9758415222167969}"
318,0,1,"{'votes': '4/4', 'highest_confidence': 0.7642778158187866}"
319,0,0,"{'votes': '2/2', 'highest_confidence': 0.9884812831878662}"
320,0,0,"{'votes': '4/6', 'highest_confidence': 0.8915188312530518}"
321,0,0,"{'votes': '4/6', 'highest_confidence': 0.842505156993866}"
322,0,1,"{'votes': '2/4', 'highest_confidence': 0.77366703748703}"
323,0,1,"{'votes': '3/5', 'highest_confidence': 0.999839186668396}"
324,0,1,"{'votes': '2/3', 'highest_confidence': 0.8992473483085632}"
325,0,1,"{'votes': '5/5', 'highest_confidence': 0.9376946687698364}"
326,0,1,"{'votes': '6/6', 'highest_confidence': 0.9746270179748535}"
327,0,0,"{'votes': '3/4', 'highest_confidence': 0.992112398147583}"
328,0,1,"{'votes': '1/1', 'highest_confidence': 0.6825270652770996}"
329,0,1,"{'votes': '5/6', 'highest_confidence': 0.9436951279640198}"
330,0,1,"{'votes': '4/4', 'highest_confidence': 0.9969791173934937}"
331,0,1,"{'votes': '3/6', 'highest_confidence': 0.9817627668380737}"
332,0,0,"{'votes': '3/5', 'highest_confidence': 0.7146571278572083}"
333,0,0,"{'votes': '1/1', 'highest_confidence': 0.9564623236656189}"
334,0,0,"{'votes': '5/5', 'highest_confidence': 0.9788766503334045}"
335,0,0,"{'votes': '6/6', 'highest_confidence': 0.9953746199607849}"
336,0,0,"{'votes': '4/4', 'highest_confidence': 0.9992772936820984}"
337,0,0,"{'votes': '6/6', 'highest_confidence': 0.9935238361358643}"
338,0,0,"{'votes': '4/4', 'highest_confidence': 0.9764906167984009}"
339,0,0,"{'votes': '4/4', 'highest_confidence': 0.9855756759643555}"
340,0,0,"{'votes': '5/5', 'highest_confidence': 0.9971253275871277}"
341,0,0,"{'votes': '4/6', 'highest_confidence': 0.9951832890510559}"
342,0,0,"{'votes': '2/3', 'highest_confidence': 0.8269851803779602}"
343,0,0,"{'votes': '6/6', 'highest_confidence': 0.9963764548301697}"
344,0,1,"{'votes': '2/3', 'highest_confidence': 0.992071807384491}"
345,0,0,"{'votes': '3/5', 'highest_confidence': 0.9961740374565125}"
346,0,1,"{'votes': '4/5', 'highest_confidence': 0.9969972372055054}"
347,0,0,"{'votes': '4/4', 'highest_confidence': 0.9425620436668396}"
348,0,0,"{'votes': '2/4', 'highest_confidence': 0.9270174503326416}"
349,0,1,"{'votes': '5/5', 'highest_confidence': 0.6109133958816528}"
350,0,0,"{'votes': '6/6', 'highest_confidence': 0.999976634979248}"
351,0,0,"{'votes': '6/6', 'highest_confidence': 0.9999525547027588}"
352,0,0,"{'votes': '6/6', 'highest_confidence': 0.9996036887168884}"
353,0,0,"{'votes': '4/4', 'highest_confidence': 0.9976174235343933}"
354,0,0,"{'votes': '4/7', 'highest_confidence': 0.9652823805809021}"
355,0,0,"{'votes': '6/6', 'highest_confidence': 0.9949415326118469}"
356,0,0,"{'votes': '4/5', 'highest_confidence': 0.9861732721328735}"
357,0,0,"{'votes': '4/5', 'highest_confidence': 0.8508682250976562}"
358,0,0,"{'votes': '3/6', 'highest_confidence': 0.8872456550598145}"
359,0,0,"{'votes': '5/6', 'highest_confidence': 0.9511924386024475}"
360,0,0,"{'votes': '5/5', 'highest_confidence': 0.6939663290977478}"
361,0,0,"{'votes': '4/6', 'highest_confidence': 0.9943963289260864}"
362,0,0,"{'votes': '7/7', 'highest_confidence': 0.9929863810539246}"
363,0,0,"{'votes': '5/7', 'highest_confidence': 0.9920815229415894}"
364,0,1,"{'votes': '5/5', 'highest_confidence': 0.8272740840911865}"
365,0,1,"{'votes': '4/4', 'highest_confidence': 0.9929028153419495}"
366,0,0,"{'votes': '3/5', 'highest_confidence': 0.9541686177253723}"
367,0,0,"{'votes': '4/4', 'highest_confidence': 0.9482324719429016}"
