test line,ground,predicted,mvs
257,2,3,{'votes/confidence': '5/5'}
258,2,2,{'votes/confidence': 0.6767838001251221}
259,2,3,{'votes/confidence': 0.6982668042182922}
260,2,2,{'votes/confidence': '6/6'}
261,2,2,{'votes/confidence': '7/7'}
262,2,2,{'votes/confidence': 0.8768426179885864}
263,2,2,{'votes/confidence': '2/2'}
264,2,3,{'votes/confidence': '4/4'}
265,2,3,{'votes/confidence': '3/5'}
266,2,3,{'votes/confidence': '4/6'}
267,2,2,{'votes/confidence': '6/6'}
268,2,2,{'votes/confidence': '3/4'}
269,2,3,{'votes/confidence': '4/5'}
270,2,2,{'votes/confidence': '2/2'}
271,2,0,{'votes/confidence': '4/8'}
272,2,3,{'votes/confidence': '5/6'}
273,2,2,{'votes/confidence': '5/7'}
274,2,3,{'votes/confidence': '3/5'}
275,2,3,{'votes/confidence': '1/1'}
276,2,2,{'votes/confidence': '6/6'}
277,2,3,{'votes/confidence': '3/4'}
278,2,2,{'votes/confidence': '5/5'}
279,2,2,{'votes/confidence': '6/6'}
280,2,3,{'votes/confidence': '7/8'}
281,2,0,{'votes/confidence': '4/6'}
282,2,0,{'votes/confidence': '6/8'}
283,2,3,{'votes/confidence': '5/8'}
284,2,2,{'votes/confidence': '5/7'}
285,2,3,{'votes/confidence': '5/8'}
286,2,2,{'votes/confidence': '6/6'}
287,2,3,{'votes/confidence': '6/7'}
288,2,1,{'votes/confidence': '4/6'}
289,2,2,{'votes/confidence': '5/5'}
290,2,2,{'votes/confidence': 0.8589298725128174}
291,2,3,{'votes/confidence': '6/7'}
292,2,2,{'votes/confidence': '5/6'}
293,2,2,{'votes/confidence': '8/8'}
294,2,2,{'votes/confidence': '5/7'}
295,2,3,{'votes/confidence': '3/3'}
296,2,3,{'votes/confidence': '5/5'}
297,2,2,{'votes/confidence': '3/6'}
298,2,3,{'votes/confidence': '3/4'}
299,2,2,{'votes/confidence': '4/7'}
300,2,2,{'votes/confidence': '5/6'}
301,2,3,{'votes/confidence': '3/5'}
302,2,0,{'votes/confidence': '4/5'}
303,2,3,{'votes/confidence': '4/6'}
304,2,3,{'votes/confidence': '7/7'}
305,2,3,{'votes/confidence': '1/1'}
306,2,3,{'votes/confidence': '3/4'}
307,2,2,{'votes/confidence': '6/6'}
308,2,3,{'votes/confidence': '4/5'}
309,2,3,{'votes/confidence': '4/5'}
310,2,2,{'votes/confidence': '6/6'}
311,2,2,{'votes/confidence': '6/6'}
312,2,2,{'votes/confidence': '7/7'}
313,2,2,{'votes/confidence': '6/6'}
314,2,2,{'votes/confidence': '5/5'}
315,2,3,{'votes/confidence': '2/3'}
316,2,2,{'votes/confidence': '3/5'}
317,2,3,{'votes/confidence': '2/4'}
318,2,2,{'votes/confidence': '4/5'}
319,2,2,{'votes/confidence': '4/5'}
320,2,1,{'votes/confidence': '4/6'}
321,2,3,{'votes/confidence': '3/4'}
322,2,3,{'votes/confidence': '5/7'}
323,2,2,{'votes/confidence': '4/6'}
324,2,3,{'votes/confidence': '5/6'}
325,2,3,{'votes/confidence': '4/5'}
326,2,2,{'votes/confidence': '3/5'}
327,2,3,{'votes/confidence': 0.7635434865951538}
328,2,2,{'votes/confidence': '6/6'}
329,2,2,{'votes/confidence': 0.9086953997612}
330,2,3,{'votes/confidence': '4/5'}
331,2,2,{'votes/confidence': '6/6'}
332,2,2,{'votes/confidence': '5/5'}
333,2,0,{'votes/confidence': '4/6'}
334,2,2,{'votes/confidence': '7/7'}
335,2,3,{'votes/confidence': '3/5'}
336,2,0,{'votes/confidence': '7/9'}
337,2,3,{'votes/confidence': '3/5'}
338,2,3,{'votes/confidence': '4/6'}
339,2,2,{'votes/confidence': '4/6'}
340,2,3,{'votes/confidence': '3/4'}
341,2,2,{'votes/confidence': '4/4'}
342,2,3,{'votes/confidence': '6/6'}
343,2,3,{'votes/confidence': '4/6'}
344,2,1,{'votes/confidence': '5/7'}
345,2,0,{'votes/confidence': '5/6'}
346,2,1,{'votes/confidence': '4/5'}
347,2,3,{'votes/confidence': '3/5'}
348,2,2,{'votes/confidence': '3/4'}
349,2,2,{'votes/confidence': '3/3'}
350,2,3,{'votes/confidence': '4/7'}
351,2,3,{'votes/confidence': '4/6'}
352,2,2,{'votes/confidence': '3/4'}
353,2,2,{'votes/confidence': '5/5'}
354,2,2,{'votes/confidence': '4/4'}
355,2,2,{'votes/confidence': '4/4'}
356,2,3,{'votes/confidence': '3/4'}
357,2,3,{'votes/confidence': '4/7'}
358,2,3,{'votes/confidence': '6/7'}
359,2,2,{'votes/confidence': '3/4'}
360,2,0,{'votes/confidence': 0.7507186532020569}
361,2,2,{'votes/confidence': '4/5'}
362,2,1,{'votes/confidence': '3/4'}
363,2,0,{'votes/confidence': '3/3'}
364,2,3,{'votes/confidence': '3/4'}
365,2,3,{'votes/confidence': '2/4'}
366,2,2,{'votes/confidence': '5/5'}
367,2,2,{'votes/confidence': '5/5'}
368,2,2,{'votes/confidence': '5/5'}
369,2,2,{'votes/confidence': '3/5'}
370,2,2,{'votes/confidence': '4/7'}
371,2,2,{'votes/confidence': '3/3'}
372,2,3,{'votes/confidence': '4/7'}
373,2,2,{'votes/confidence': 0.8040106892585754}
374,2,3,{'votes/confidence': 0.6211321949958801}
375,2,3,{'votes/confidence': '5/6'}
376,2,2,{'votes/confidence': '4/6'}
377,2,0,{'votes/confidence': '6/8'}
378,2,2,{'votes/confidence': '3/6'}
379,2,3,{'votes/confidence': '4/6'}
380,2,2,{'votes/confidence': '8/8'}
381,2,2,{'votes/confidence': '7/7'}
382,2,2,{'votes/confidence': '3/4'}
383,2,2,{'votes/confidence': '5/5'}
384,2,3,{'votes/confidence': '5/7'}
385,2,2,{'votes/confidence': '4/7'}
386,2,3,{'votes/confidence': '6/7'}
387,2,3,{'votes/confidence': '5/5'}
388,2,3,{'votes/confidence': '3/6'}
389,2,0,{'votes/confidence': '4/6'}
390,2,2,{'votes/confidence': 0.727139413356781}
391,2,2,{'votes/confidence': '5/5'}
392,2,2,{'votes/confidence': '5/5'}
393,2,2,{'votes/confidence': '3/3'}
394,2,2,{'votes/confidence': '4/4'}
395,2,2,{'votes/confidence': '4/4'}
396,2,3,{'votes/confidence': '3/5'}
397,2,3,{'votes/confidence': '2/3'}
398,2,2,{'votes/confidence': '4/6'}
399,2,3,{'votes/confidence': '4/5'}
400,2,3,{'votes/confidence': '4/5'}
401,2,2,{'votes/confidence': '6/6'}
402,2,3,{'votes/confidence': '4/5'}
403,2,2,{'votes/confidence': '4/5'}
404,2,2,{'votes/confidence': '5/5'}
405,2,3,{'votes/confidence': '5/6'}
406,2,3,{'votes/confidence': '5/6'}
407,2,2,{'votes/confidence': 0.8130654096603394}
408,2,2,{'votes/confidence': 0.8912573456764221}
409,2,2,{'votes/confidence': '6/6'}
410,2,2,{'votes/confidence': '4/4'}
411,2,2,{'votes/confidence': '7/7'}
412,2,3,{'votes/confidence': '5/8'}
413,2,2,{'votes/confidence': '4/7'}
414,2,2,{'votes/confidence': '5/5'}
415,2,2,{'votes/confidence': '5/7'}
416,2,2,{'votes/confidence': '3/5'}
417,2,2,{'votes/confidence': '3/5'}
418,2,3,{'votes/confidence': '5/6'}
419,2,2,{'votes/confidence': '3/5'}
420,2,1,{'votes/confidence': '4/6'}
421,2,2,{'votes/confidence': '4/4'}
422,2,3,{'votes/confidence': '3/5'}
423,2,1,{'votes/confidence': '4/7'}
424,2,2,{'votes/confidence': '6/6'}
425,2,2,{'votes/confidence': '5/5'}
426,2,2,{'votes/confidence': '5/7'}
427,2,2,{'votes/confidence': '5/5'}
428,2,2,{'votes/confidence': '2/3'}
429,2,3,{'votes/confidence': '7/8'}
430,2,2,{'votes/confidence': '7/8'}
431,2,2,{'votes/confidence': '8/8'}
432,2,2,{'votes/confidence': '8/8'}
433,2,0,{'votes/confidence': '5/7'}
434,2,2,{'votes/confidence': '3/5'}
435,2,2,{'votes/confidence': '6/6'}
436,2,2,{'votes/confidence': '5/5'}
437,2,2,{'votes/confidence': '5/5'}
438,2,0,{'votes/confidence': '2/3'}
439,2,0,{'votes/confidence': '3/5'}
440,2,2,{'votes/confidence': '3/3'}
441,2,3,{'votes/confidence': '3/4'}
442,2,3,{'votes/confidence': '3/5'}
443,2,3,{'votes/confidence': '3/3'}
444,2,3,{'votes/confidence': '2/3'}
445,2,2,{'votes/confidence': '2/2'}
446,2,3,{'votes/confidence': '4/4'}
447,2,2,{'votes/confidence': '1/1'}
448,2,3,{'votes/confidence': '6/8'}
449,2,3,{'votes/confidence': '5/6'}
450,2,2,{'votes/confidence': '6/6'}
451,2,3,{'votes/confidence': '4/6'}
452,2,2,{'votes/confidence': 0.7904624938964844}
453,2,3,{'votes/confidence': '5/6'}
454,2,0,{'votes/confidence': '2/3'}
455,2,2,{'votes/confidence': '3/3'}
456,2,3,{'votes/confidence': '4/6'}
457,2,2,{'votes/confidence': '3/4'}
458,2,3,{'votes/confidence': '4/6'}
459,2,3,{'votes/confidence': '3/4'}
460,2,2,{'votes/confidence': '5/5'}
461,2,2,{'votes/confidence': '3/5'}
462,2,2,{'votes/confidence': '3/5'}
463,2,3,{'votes/confidence': '3/4'}
464,2,2,{'votes/confidence': '5/5'}
465,2,2,{'votes/confidence': '3/3'}
466,2,3,{'votes/confidence': '5/5'}
467,2,3,{'votes/confidence': '4/6'}
468,2,2,{'votes/confidence': '5/5'}
469,2,2,{'votes/confidence': '3/5'}
470,2,3,{'votes/confidence': '2/2'}
471,2,2,{'votes/confidence': '5/5'}
472,2,3,{'votes/confidence': '3/5'}
473,2,2,{'votes/confidence': '6/6'}
474,2,0,{'votes/confidence': '5/6'}
475,2,3,{'votes/confidence': '3/4'}
476,2,2,{'votes/confidence': '5/5'}
477,2,2,{'votes/confidence': '4/4'}
478,2,2,{'votes/confidence': 0.9822684526443481}
479,2,2,{'votes/confidence': 0.7823438048362732}
480,2,0,{'votes/confidence': '4/5'}
481,2,2,{'votes/confidence': '5/5'}
482,2,2,{'votes/confidence': '5/5'}
483,2,2,{'votes/confidence': '2/3'}
484,2,3,{'votes/confidence': 0.8474537134170532}
485,2,3,{'votes/confidence': '4/7'}
486,2,3,{'votes/confidence': 0.7516640424728394}
487,2,0,{'votes/confidence': '3/3'}
488,2,2,{'votes/confidence': '2/3'}
489,2,0,{'votes/confidence': '4/6'}
490,2,3,{'votes/confidence': '1/1'}
491,2,2,{'votes/confidence': '3/5'}
492,2,3,{'votes/confidence': '3/5'}
493,2,3,{'votes/confidence': '3/3'}
494,2,2,{'votes/confidence': '3/5'}
495,2,3,{'votes/confidence': 0.8114499449729919}
496,2,2,{'votes/confidence': '2/3'}
497,2,2,{'votes/confidence': '4/5'}
498,2,1,{'votes/confidence': '3/5'}
499,2,0,{'votes/confidence': '4/6'}
500,2,2,{'votes/confidence': '2/3'}
501,2,2,{'votes/confidence': '3/4'}
502,2,3,{'votes/confidence': '3/3'}
503,2,3,{'votes/confidence': '3/5'}
504,2,2,{'votes/confidence': '3/4'}
505,2,2,{'votes/confidence': '3/5'}
506,2,2,{'votes/confidence': '4/4'}
507,2,0,{'votes/confidence': '4/5'}
508,2,0,{'votes/confidence': '2/3'}
509,2,0,{'votes/confidence': '4/6'}
510,2,2,{'votes/confidence': '2/3'}
511,2,3,{'votes/confidence': '3/5'}
512,2,3,{'votes/confidence': '5/6'}
513,2,2,{'votes/confidence': '4/6'}
514,2,3,{'votes/confidence': '3/5'}
515,2,3,{'votes/confidence': '4/6'}
516,2,2,{'votes/confidence': '7/7'}
517,2,2,{'votes/confidence': '3/7'}
518,2,2,{'votes/confidence': '5/5'}
519,2,2,{'votes/confidence': '3/4'}
520,2,2,{'votes/confidence': '6/6'}
521,2,3,{'votes/confidence': '6/7'}
522,2,0,{'votes/confidence': '5/9'}
523,2,2,{'votes/confidence': '3/5'}
524,2,2,{'votes/confidence': '3/3'}
525,2,2,{'votes/confidence': '5/5'}
526,2,3,{'votes/confidence': '3/4'}
527,2,3,{'votes/confidence': '4/6'}
528,2,0,{'votes/confidence': '4/5'}
529,2,2,{'votes/confidence': '3/5'}
530,2,2,{'votes/confidence': '2/3'}
531,2,2,{'votes/confidence': '6/6'}
532,2,3,{'votes/confidence': '3/4'}
533,2,3,{'votes/confidence': '4/4'}
534,2,3,{'votes/confidence': '4/5'}
535,2,3,{'votes/confidence': '4/6'}
536,2,2,{'votes/confidence': '4/7'}
537,2,2,{'votes/confidence': '4/5'}
538,2,2,{'votes/confidence': '6/7'}
539,2,3,{'votes/confidence': '6/6'}
540,2,2,{'votes/confidence': '4/5'}
541,2,3,{'votes/confidence': '2/3'}
542,2,2,{'votes/confidence': '5/5'}
543,2,2,{'votes/confidence': '4/4'}
544,2,3,{'votes/confidence': '4/5'}
545,2,2,{'votes/confidence': '4/4'}
546,2,2,{'votes/confidence': '5/5'}
547,2,2,{'votes/confidence': '5/5'}
548,2,3,{'votes/confidence': '3/3'}
549,2,1,{'votes/confidence': '3/6'}
550,2,1,{'votes/confidence': '3/4'}
551,2,3,{'votes/confidence': 0.9396263360977173}
552,2,2,{'votes/confidence': '4/6'}
553,2,3,{'votes/confidence': '5/6'}
554,2,3,{'votes/confidence': '4/4'}
555,2,0,{'votes/confidence': '3/6'}
556,2,2,{'votes/confidence': '4/5'}
557,2,3,{'votes/confidence': '7/8'}
558,2,3,{'votes/confidence': '5/7'}
559,2,2,{'votes/confidence': '6/6'}
560,2,1,{'votes/confidence': '3/6'}
561,2,3,{'votes/confidence': '3/4'}
562,2,3,{'votes/confidence': 0.9290261268615723}
563,2,2,{'votes/confidence': '4/4'}
564,2,3,{'votes/confidence': '4/6'}
565,2,2,{'votes/confidence': '7/7'}
566,2,2,{'votes/confidence': '5/5'}
567,2,3,{'votes/confidence': '6/7'}
568,2,2,{'votes/confidence': '5/5'}
569,2,2,{'votes/confidence': '4/6'}
570,2,3,{'votes/confidence': '4/4'}
571,2,2,{'votes/confidence': '4/6'}
572,2,3,{'votes/confidence': '4/4'}
573,2,2,{'votes/confidence': '4/5'}
574,2,3,{'votes/confidence': '4/4'}
575,2,3,{'votes/confidence': '5/6'}
576,2,3,{'votes/confidence': '4/4'}
577,2,3,{'votes/confidence': '3/3'}
578,2,3,{'votes/confidence': '3/5'}
579,2,0,{'votes/confidence': '3/4'}
580,2,2,{'votes/confidence': '5/5'}
581,2,2,{'votes/confidence': '6/6'}
582,2,3,{'votes/confidence': '4/6'}
583,2,0,{'votes/confidence': '4/5'}
584,2,3,{'votes/confidence': '4/6'}
585,2,2,{'votes/confidence': '5/5'}
586,2,2,{'votes/confidence': '6/6'}
587,2,2,{'votes/confidence': '3/3'}
588,2,3,{'votes/confidence': '4/7'}
589,2,0,{'votes/confidence': '3/5'}
590,2,1,{'votes/confidence': '3/5'}
591,2,2,{'votes/confidence': '6/6'}
592,2,0,{'votes/confidence': '5/6'}
593,2,3,{'votes/confidence': '4/6'}
594,2,0,{'votes/confidence': '3/5'}
595,2,3,{'votes/confidence': '6/7'}
596,2,3,{'votes/confidence': '3/4'}
597,2,3,{'votes/confidence': '4/4'}
598,2,1,{'votes/confidence': '3/6'}
599,2,3,{'votes/confidence': '5/6'}
600,2,2,{'votes/confidence': '3/5'}
601,2,1,{'votes/confidence': '3/6'}
602,2,3,{'votes/confidence': '3/5'}
603,2,2,{'votes/confidence': '4/4'}
604,2,3,{'votes/confidence': '2/4'}
605,2,1,{'votes/confidence': '3/4'}
606,2,2,{'votes/confidence': 0.9635616540908813}
607,2,3,{'votes/confidence': '3/4'}
608,2,0,{'votes/confidence': '3/5'}
609,2,2,{'votes/confidence': '6/6'}
610,2,2,{'votes/confidence': '5/5'}
611,2,3,{'votes/confidence': '3/4'}
612,2,2,{'votes/confidence': '6/6'}
613,2,3,{'votes/confidence': '5/8'}
614,2,3,{'votes/confidence': '3/4'}
615,2,2,{'votes/confidence': '3/5'}
616,2,0,{'votes/confidence': '2/3'}
617,2,2,{'votes/confidence': '5/5'}
618,2,3,{'votes/confidence': '5/6'}
619,2,3,{'votes/confidence': '5/6'}
620,2,2,{'votes/confidence': 0.8059799671173096}
621,2,2,{'votes/confidence': '3/5'}
622,2,2,{'votes/confidence': '5/7'}
